ID,text,source_type,subject,topic,keywords,chapter,title,,冊數,待辦備註
1104,時間<br>1812年<br>背景<br>1. 俄國違反大陸封鎖政策，於1810年起恢復與英國的商業與貿易<br>2. 拿破崙欲迎娶沙皇亞歷山大一世妹妹，遭到婉拒<br>3. 拿破崙與俄皇欲爭奪歐陸領導權而交惡<br>計畫<br>以一、兩次的大決戰殲滅俄軍，在短期內占領莫斯科，迫使俄國投降<br>經過<br>6月 拿破崙親率六十萬大軍進攻俄國，起初勢如破竹<br>8月 俄國採取退卻戰術並實行堅壁清野（焦土策略）<br>9月 法軍占領莫斯科，但俄軍已先行撤退，帶走城內所有糧食並放火燒城。拿破崙意識到情況不利，向沙皇提議議和，但未獲得答覆<br>10月 法軍深入俄境，導致補給線過長，此時俄國嚴寒的冬季影響法軍補給，俄軍則趁勢反攻，拿破崙軍隊在撤退途中不斷遭到俄軍攻擊，傷亡慘重<br>12月 拿破崙率領殘存的三萬士兵慘敗而歸，自稱敗給俄國的「冬天將軍」<br>影響<br>歐洲各國趁機組成第六次反法同盟，於萊比錫之役大敗拿破崙，後者於1814年宣布退位，被流放到厄爾巴島<br>紀念作品<br>1. 柴可夫斯基的「1812年序曲」<br>2. 托爾斯泰「戰爭與和平」<br>【改寫自：郭豫斌，《圖解世界史．近代史（下）》（臺中：好讀，2007），頁64～67；R.R.Palmer等著，孫福生等譯，《現代世界史前篇：從歐洲興起到一八七○年》（臺北：麥格羅希爾，2016），頁472～473】,teachers_book,法國,政治,"[拿破崙, 亞歷山大一世, 堅壁清野, 莫斯科, 反法同盟]",V.3/Ch.2/個人、自由、理性,拿破崙征俄,,,
1105,盛行時間<br>1. 第一次：1450年代～1640年代<br>2. 第二次：1750年代～1860年代<br>背景<br>1. 第一次：十五世紀後，新航路使國際貿易範圍擴大，英國對外貿易成長快速，進一步刺激羊毛出口業和毛紡業的發展，養羊成為利潤豐厚的事業<br>2. 第二次：城市人口增多及手工業迅速發展，市場對穀物、肉類的需求大增<br>情形<br>1. 英國貴族與地主為了投資獲利，將原來租給佃農的土地收回，或強占公共草地和林地，或用欺騙、暴力方式奪取農民土地，然後用籬笆和灌木樹籬圍起來成為牧場<br>2. 當時英國的國會主要由這些土地所有者控制，因此數以百計的《圈地令》被通過，使圈地運動合法化<br>結果<br>1. 使英國全國一半以上的土地變成牧場<br>2. 各地頻傳農民暴動，英國國王因此頒布限制圈地運動的法令，卻未能有效實施，反而使圈地日益合法化<br>3. 被驅逐的農民變成遊民，為了避免社會動亂，政府規定農民、遊民必須接受工資低廉的工作，否則將嚴加處罰（鞭笞、割耳、死刑）<br>影響<br>1. 土地運用更有效率，累積的資金可轉投資工業<br>2. 農民變成牧場雇工，或離鄉背井到城市謀生，提供早期工業革命所需的勞動力<br>【改寫自：J. R. Strayer、Hans W. Gatzke著，陸盛譯，《西洋近古史（下）》（臺北：五南，1990），頁533～534；R.R.Palmer等著，孫福生等譯，《現代世界史前篇：從歐洲興起到一八七○年》（臺北：麥格羅希爾，2016），頁486～488】,teachers_book,英國,經濟,"[圈地運動, 羊毛, 佃農, 圈地令, 工業革命]",V.3/Ch.2/個人、自由、理性,圈地運動,,,
1106,工業革命的起點，是棉紡織工作的機械發明、改進與推廣。十七世紀之前，大部分英國人穿的衣服多是厚重又不排汗的毛衣，故輕巧、鮮豔又排汗的印度棉織品輸入後，立刻大受歡迎。1721年，英國由富商階級操縱的國會立法禁止印度棉布進口，但可以合法進口原棉加工成棉布，然而由於技術不足導致品質不佳，市占率很低。1730年代以後，英國的紡織技術才有了飛躍式的進步，包括：飛梭的發明加快織布的速度、珍妮紡紗機與水力紡紗機等提高紡紗的效率。紡車機械化的結果，英國棉布不只變得與印度棉布品質一致，還更為便宜、耐穿，十八世紀印度是全世界最大的棉織品出口國，但到了十九世紀初，英國的棉製品即占了對印度出口的一半以上。印度反成為英國第二大的棉製品市場，主客地位易位。此外，紡織業也從倚賴專業技能的工人，轉為僅需能夠操控機械的工人。紡織業改革的成功引發一連串的連鎖效應，這種現象在蒸汽機更廣泛應用於機器生產後，更普遍見於其他的生產部門，標誌著機械製造業時代的來臨。<br>【改寫自：約翰．達爾文著、黃中憲譯，《帖木兒之後：1405～2000年全球帝國史》（臺北：野人文化，2011），頁206～208；辛希婭．史托克斯．布朗著、楊惠君等譯，《大歷史：從宇宙大霹靂到今天的人類世界》（臺北：馬可孛羅文化，2017），頁336～337】,teachers_book,工業革命,經濟,"[工業革命, 棉紡織, 印度棉布, 珍妮紡紗機, 蒸汽機]",V.3/Ch.2/個人、自由、理性,英國工業革命的序曲：棉紡織業的發展,,,
1107,1736年瓦特出生於蘇格蘭，祖父與父親都是機械工匠，他從小耳濡目染，喜歡修理與操作各式機械，但因體弱多病而在家自學。後來，他到格拉斯哥大學當儀器修理員，有機會與科學家約翰．魯賓遜等討論蒸汽機等相關問題。1765年，瓦特在思考如何改良紐科門蒸汽機效率低的問題時，有了採用分離冷凝器的最初設想。1769～1782年間，瓦特發明將蒸汽機的活塞運動，帶有齒輪和拉桿的機械連動裝置，以及雙向裝置的新汽缸。獲得三次專利，瓦特將蒸汽機的往返直線運動變成連續而均勻的圓周運動，從而可以經由傳動裝置帶動所有機器的運轉，成為能普遍應用於工業和交通運輸業的萬能動力機，因此被各工業部門迅速採用，使工業進入「蒸汽時代」。瓦特為此被譽為「蒸汽大王」、「工業革命之父」，後人也把功率單位定為「瓦特」以紀念他的成就。<br>【改寫自：孫蓀，《影響世界歷史的重大事件》（臺北：大地，2006），頁274～226；黃台香，《改變世界的工程：英國工業革命》（臺北：莎士比亞文化，2009），頁23】,teachers_book,工業革命,經濟,"[瓦特, 蒸汽機, 紐科門蒸汽機, 分離冷凝器, 蒸汽時代]",V.3/Ch.2/個人、自由、理性,瓦特,,,
1108,富爾頓出生於美國的貧苦農家，沒有接受過完整的正規教育，但他很好學並經常天馬行空地想像，小時候就希望可以發明「無帆也可以自動航行的船」。當時，歐美各國想研發蒸汽船的人很多，但都鎩羽而歸。富爾頓早期發明的蒸汽船也試航失敗，甚至沉船，還被取笑是「富爾頓的蠢物」。後來，一位美國駐英國的高級官員羅伯特．利文斯頓看中他的發明，還招他為女婿，使富爾頓可以無後顧之憂地繼續研究。1807年8月9日，一艘全新的「克萊蒙號」在美國紐約哈得孫河試航，由於特製自造的蒸汽機被安裝在船隻的中央，船底兩側各有一個大車輪，推動船體前進，這就是蒸汽船被稱為「輪船」的原因。由於「克萊蒙號」航行成功，使汽船取代帆船，開啟人類航運事業的新紀元，人們因此稱富爾頓為「輪船之父」。,teachers_book,工業革命,經濟,"[富爾頓, 蒸汽船, 克萊蒙號, 輪船, 羅伯特．利文斯頓]",V.3/Ch.2/個人、自由、理性,富爾頓與輪船的發明,,,
1109,史蒂芬生是十九世紀英國的鐵路工程師。1814年，他發明第一輛具有實用價值的火車——「布魯契爾號」，能載重運煤，也可爬斜坡。但這輛火車笨重緩慢且噪音驚人，有人擔心鍋爐會爆炸，也有依靠運貨馬車和客車的人擔心會失去生計。1825年，他設計了世界第一條運用蒸汽火車的公用運貨鐵路，9月27日他製造的「移動號」火車載運450名乘客，鐵路運輸事業正式誕生。1830年，他和兒子製造出的新型蒸汽火車「火箭號」，被視為是世界上第一輛真正的火車，因為它奠定了蒸汽火車的基本原型。同年，世界第一條名符其實的鐵路——連接港口利物浦和工業中心曼徹斯特的鐵路——正式通車，鐵道上行走的就是「火箭號」蒸汽火車。此後，他不斷從事火車製造與鐵路建設工作，直到1848年逝世。因為他的貢獻，人們稱他為「鐵道之父」、「火車之父」。<br><br>【改寫自：黃台香，《改變世界的工程：英國工業革命》（臺北：莎士比亞文化，2009），頁23～26、37；《大國崛起》系列叢書編輯出版委員，《大國崛起—英國》（臺北：青林國際，2007），頁136】,teachers_book,工業革命,經濟,"[史蒂芬生, 火車, 鐵路工程師, 火箭號, 蒸汽火車]",V.3/Ch.2/個人、自由、理性,史蒂芬生與火車的發明,,,
1110,英國雖竭力阻止工業技術外流，但因人民、觀念與機器的流通相當自由，使英國無法維持其壟斷性。十九世紀，工業革命逐漸擴展至歐美等其他國家，首先從輕工業開始，再擴及採礦、冶金與運輸業，最後為機器製造業，過程與英國相似，但各國發展又不盡相同。起初，比利時因地利之便與煤礦資源，領先其他歐陸國家；法國因煤產量太少，工業程度始終有限；德國則因有魯爾區豐富的煤礦，加上政府強力推動，1880年代工業化已超越英國；俄國於1860年代開始工業化，1910年已擁有全世界第四或第五大的重工業複合體；美國則是企業與工廠管理的先驅，首先將可替換的配件運用於武器生產，再擴及其他製造業，使其工業化在1890年代超過德國而領先全世界，至今仍維持其龍頭地位。<br><br>【改寫自：辛希婭·史托克斯·布朗著，楊惠君、蔡耀緯譯，《大歷史：從大霹靂到今天的人類世界》（臺北：馬可孛羅文化，2017），頁339～340；J.R.McNeill等著，張俊盛等譯，《文明之網：無國界的人類進化史》（臺北：書林，2007），頁260～261】,teachers_book,工業革命,經濟,"[工業技術, 輕工業, 魯爾區, 工業化, 可替換的配件]",V.3/Ch.2/個人、自由、理性,歐美其他地區的工業革命,,,
1111,**工業資本主義興起**<br>1. 工廠制度的產生：工業革命後，很多重型機械並非個人可以擁有，也不再適用家庭及小型作坊的生產。於是，資本、原料、機具、工人四者合一，產生工廠制度<br>2. 大型企業的出現：十九世紀之後，工廠規模愈來愈大，分工愈來愈精細，機具也愈來愈複雜，大型企業應運而生，不僅發行股票募集資本，以配股或分紅方式來分配股東利潤，同時雇用專業經理人經營，投資者可透過銀行或證券交易所來投資。各國也因此累積鉅富，將過剩資金轉往國外尋求投資機會<br>**人口驟增**<br>1800年，歐洲人口占全球人口20%，百年後已占27%。之所以增加迅速，要歸功於生活條件的改善及醫學的進步<br>**新興城市興起**<br>工業革命後城市的興起，可說是拜工礦業及鐵路所賜。英國人口原集中在南部，但自中、北部成為工業區後，新城市如曼徹斯特、利物浦、伯明罕興起<br>**中產階級得勢**<br>歐洲早期的中產階級以商人、銀行家為主幹，在工業革命後，工業資本家、高級技術和管理人員成為天之驕子，他們結合原有的中產階級，形成勢力強大的新中產階級；十九世紀的幾次政治運動，如法國1830年7月革命及英國1832年國會改革，都可見到他們的身影，並且從中獲利<br>**工人群眾覺醒**<br>工業革命下產生的工人完全以工資為生，生活品質不佳，加上工作環境惡劣、工時過長、工資不如人意、失業、勞資對立、貧富對立等問題，使這群人形成一個有自我意識的特殊團體；他們為改善生活品質，因而組成工會，以集體行動和資方對抗,teachers_book,工業革命,社會,"[工廠制度, 人口驟增, 新興城市, 中產階級, 工人群眾]",V.3/Ch.2/個人、自由、理性,工業革命對歐洲所造成的影響,,,
1112,1. 雇用女工與童工的原因<br>工業革命後，工廠需要較為靈活的手操作機器、礦區需要身形較小的工人進入坑道內部運煤，因此資本家開始雇用女工和童工，他們比男工聽話、易於訓練，工資也更為低廉<br>2. 女工與童工問題<br>(1) 女工：每天工作15～18小時，常年在悶熱、潮濕、毫無安全措施的車間操作隆隆作響的機器，植物纖維、金屬細屑等飛入她們的肺部，引發肺病與其他呼吸道疾病。女工的衣袖、圍裙、頭巾與長髮等也容易被機器捲入，造成殘疾或死亡。還有其他體罰、性騷擾或性侵事件等<br>(2) 童工：小至4～8歲就進入工廠，工時長，必須忍受無情鞭打與斥責，還有許多工傷事故隨時降臨。另外，在惡劣的勞動條件下從事沉重、有害健康的工作，不僅被剝奪受教的權利，還造成風濕、哮喘、發育畸形、骨盆變形等，甚至斷送性命<br>3. 文學作品：<br>(1) 狄更斯《孤雛淚》：刻劃工業革命所產生的勞工與童工問題<br>(2) 雨果《悲慘世界》：以女主角芳婷等描寫女工的悲慘處境<br><br>【改寫自：黃台香，《改變世界的工程：英國工業革命》（臺北：莎士比亞文化，2009），頁35～36；王曾才著，《西洋近代史》（臺北：正中書局，1990），頁64～67】,teachers_book,工業革命,社會,"[女工, 童工, 資本家, 勞動條件, 狄更斯]",V.3/Ch.2/個人、自由、理性,女工與童工問題,,,
1113,**主張**<br>資本主義主張保護私有財產，強調生產工具的私有化、個人經濟活動的自由與維持市場競爭原則，並肯定牟利的行為<br>**運用**<br>1. 資本主義一詞直到二十世紀才普遍被使用，作為社會主義或共產主義的對比<br>2. 資本主義不僅是一套經濟體系或是自由市場，也是一套由文化和支配階級所支持的社會秩序<br>**類型**<br>**商業資本主義**<br>**背景** 中古後期，歐洲商業復甦、城市興起，資本主義在義大利城市中逐漸萌芽<br>**發展** 大航海時代，隨著世界市場的開拓，資本主義更加興盛，各種新型的商業技術與制度形成，國家銀行、證券交易所等紛紛成立<br>**特色** 此時的經營者以政府、貴族、商人為主，商業與農業色彩濃厚<br><br>**工業資本主義**<br>**背景** 十八世紀末以來，隨著工業革命的開展，機器、工人、原料與資本結合，產生工廠制度<br>**發展** 資本家在投資工業的過程中，不斷累積資金，再將獲利投入工業，持續擴大規模<br>**特色** 合股公司發行股票，以分紅或付息方式來分配利潤，並由專業人才經營管理，許多工業資本家僅是投資者<br><br>【改寫自：R.R.Palmer等著，孫福生等譯，《現代世界史前篇：從歐洲興起到一八七〇年》（臺北：麥格羅希爾，2016），頁493～494；王曾才著，《西洋近代史》（臺北：正中書局，1990），頁60～61】,teachers_book,資本主義,經濟,"[私有財產, 市場競爭, 商業資本主義, 工業資本主義, 工廠制度]",V.3/Ch.2/個人、自由、理性,資本主義,,,
1114,出現於十九世紀英國，代表學者有亞當·史密斯、李嘉圖、馬爾薩斯等人，主要的論點可概括如下：<br>1. 經濟私有化：每個人都有權使用他承襲或合法手段得來的財富，來為自己謀取最大利益<br>2. 自由放任：政府的職責是維持社會秩序，保護人民財產及生命安全，不應干涉經濟活動<br>3. 服從自然法則：經濟領域也有永恆法則，例如供需定律、報酬遞減律等，不可用人為方法控制<br>4. 契約自由：任何人都擁有與他人談判、簽訂對自己有利契約的權利。例如勞工與雇主之間具有對工資、工作時間等協商的自由，不應受到法律或工會集體等力量的阻礙<br>5. 自由競爭與自由貿易：不實施壟斷政策及關稅壁壘，自由競爭與貿易有助於維持貨物低廉價格<br><br>【改寫自：Philip Lee Ralph 等著、文從蘇等譯，《世界文明史》（後篇）（臺北：五南，2006），頁81～82；William H.McNeill 著、黃煜文譯，《世界史》（臺北：商周，2013），頁440】,teachers_book,資本主義,經濟,"[亞當·史密斯, 自由放任, 自然法則, 契約自由, 自由貿易]",V.3/Ch.2/個人、自由、理性,經濟自由主義,,,
1115,**名稱由來**<br>烏托邦一詞源於英國政治家湯瑪斯·摩爾的《烏托邦》一書，希臘文中烏托邦（utopia）意指不存在的地方。該書以柏拉圖的《理想國》為藍本，描述一個想像中的完美世界，藉以諷刺當時英國社會的種種不合理現象<br>**提出者**<br>馬克思認為聖西門、傅立葉、歐文等人的主張與做法不切實際，因此稱他們是「烏托邦社會主義」者，以別於採行科學分析的馬克思社會主義<br>**主張**<br>人類天生是理性與道德的造物，在多加敦促之下，終將會理解到社會主義是唯一道德的社會經濟體系，並將實現理想的合作社會<br>**實踐**<br>烏托邦主義的部分理念曾付諸實施，如傅立葉的「同居社」、歐文的「新和諧移民區」等，可惜因低估人類社會制度的複雜，社會變革的困難，以及人性中盲目追隨傳統、非理性尋求私利的特質，故計畫往往未能成功<br>**影響**<br>他們的一些基本原則，為後來的社會主義者所承襲：<br>1. 經濟的自由競爭是錯誤的政策<br>2. 社會階級的存在是歷史上最重要的因素<br>3. 政府有義務解決人民物質生活的問題<br><br>【參考資料：鄧元忠，《西洋近代文化史》（臺北：五南，1993），頁499；王曾才著，《西洋近世史》（臺北：正中書局，1995），頁417】,teachers_book,社會主義,社會,"[湯瑪斯·摩爾, 烏托邦, 聖西門, 傅立葉, 歐文]",V.3/Ch.2/個人、自由、理性,烏托邦社會主義,,,
1116,**地位**<br>第一個著名的烏托邦社會主義者，人稱「法國社會主義之父」<br>**早年事蹟**<br>1. 曾參加美國獨立戰爭與法國大革命，革命期間放棄貴族頭銜<br>2. 由於目睹資本主義制度的種種弊端，他撰稿寫作進行批判，指出此制度必然要被理想社會替代<br>**主張**<br>1. 他希望實現一個由科學家、工業家與文化領袖主導的國際共同社會，認為「改革家不應當依靠刺刀來實現自己的想法」。在這個理想社會中，人人都要勞動，實行「按能力計報酬、按工效定能力」<br>2. 他將制度存續的希望寄託於統治者的理性和善心，幻想國王和資產者會幫助無產階級建立這個國際共同社會，因為夢想落空，晚年曾企圖開槍自殺，卻只傷了一隻眼<br><br>【改寫自：鄧元忠，《西洋近代文化史》（臺北：五南，1993），頁508～512；郭毓斌，《圖解世界史近代卷（下）》（臺中：好讀，2007），頁112～113】,teachers_book,社會主義,政治,"[聖西門, 烏托邦社會主義, 資本主義, 國際共同社會, 無產階級]",V.3/Ch.2/個人、自由、理性,聖西門,,,
1117,**早年事蹟**<br>1. 出身法國富商家庭，因為經商而周遊歐洲各國，使他有機會深入觀察各種社會現象<br>2. 法國大革命期間，政府搜刮他的錢財，使他仇視暴力革命，也使他嘗試過許多工作，對社會有更深刻的理解，開始構想一個理想的和諧社會<br>**觀點**<br>他認為社會將由低級走向高級，不會長期停滯在一個歷史階段，於是他按照生產性質把人類社會劃分為：原始時期、蒙昧時期、宗法制度、野蠻制度、文明制度、保障制度、協作制度、和諧制度<br>**理想**<br>因為不滿資本主義制度，他規劃一個理想的「和諧社會」，以小團體協作方式（同居社、法郎吉）來自給自足。每個人按愛好分配工作，人人都參加勞動，勞動不再是沉重的負擔和謀生的手段，成為樂趣由來；勞動後的收成則依其勞動、資本和才能分配<br>**影響**<br>1. 他逝世後，不少信徒在英、法、美等國實驗他的計畫，但終歸失敗<br>2. 他的主張影響了稍後的思想家，如普魯東、馬克思；他的理論後來也被蘇聯的集體化農場採用<br><br>【改寫自：鄧元忠，《西洋近代文化史》（臺北：五南，1993），頁501～502；利昂·P·巴拉達特著，張慧芝等譯，《意識形態：起源與影響》（北京：世界圖書，2010），頁173～174】,teachers_book,社會主義,社會,"[傅立葉, 和諧社會, 資本主義, 同居社, 馬克思]",V.3/Ch.2/個人、自由、理性,傅立葉,,,
1118,**早年事蹟**<br>1. 出身貧苦家庭，當過童工，十九歲成為小紡紗廠的經理，因為經營手法出色，不斷被挖角<br>2. 1813年，出版《社會新論》，認為國家若能從改革社會著手，則任何偉大改革計畫均能實踐<br>**具體行動**<br>1. 在自己管理的新拉納克棉紡工廠進行改革，包括增進福利、減少工時、增加工資、建造宿舍、成立消費合作社、設立工人子弟學校與鼓勵工人組織工會等，結果增進了工人的工作興趣，業務也蒸蒸日上<br>2. 歐文認為新拉納克的實驗不算成功，因為工人雖然待遇變好，但還是工廠主之下的奴隸，因此1824年他在美國印地安納州買地，建立「新和諧移民區」進行實驗，實行財產公有制，人盡其能，按需分配，慘澹經營二年後宣告失敗<br>**影響**<br>歐文的許多試驗雖未竟其功，但是他的思想對歐美許多國家的工人運動和社會主義思想發展，都有很大影響，如他訴求溫和的改革途徑，被視為是英國社會主義的創始者，為日後費邊社的社會改革奠定了基調<br><br>【改寫自：鄧元忠，《西洋近代文化史》（臺北：五南，1993），頁502～504；郭毓斌，《圖解世界史近代卷（下）》（臺中：好讀，2007），頁118～119】,teachers_book,社會主義,社會,"[歐文, 社會新論, 新拉納克, 新和諧移民區, 財產公有制]",V.3/Ch.2/個人、自由、理性,歐文,,,
1119,馬克思的理論基本上和烏托邦社會主義相同，相信制度的改變是人類社會進步的唯一途徑。但與前輩不同的是，他不寄望於人道主義，而是主張國家集體經濟體制，他使用「共產主義」這個具有爭議性的名詞作為鼓吹革命的口號，希冀能喚醒群眾的政治熱情。他的思想來自三個淵源：<br>1. 法國的政治革命：法國以革命手段改變社會秩序的先例，使馬克思認為，工人群眾亦可做到中產階級所做之事<br>2. 英國的工業革命：工業革命後所衍生的社會問題，為馬克思的主張提供了經濟理論的基礎<br>3. 德國的哲學思想，如黑格爾（1770～1831）的「正、反、合」辯證哲學：十九世紀許多知識分子都相信科學能解決所有人類問題，將人類從非理性與不正義的黑暗解放出來，馬克思也對此深信不疑，自詡為社會科學家<br><br>【改寫自：王曾才編著，《西洋近世史》（臺北：正中書局，1995），頁418；利昂·P·巴拉達特著，張慧芝等譯，《意識形態：起源與影響》（北京：世界圖書，2010），頁174～175、177】,teachers_book,社會主義,文化,"[馬克思, 共產主義, 烏托邦社會主義, 黑格爾, 辯證哲學]",V.3/Ch.2/個人、自由、理性,馬克思主義的思想淵源,,,
1120,馬克思於1818年出生於日耳曼一個富有的猶太家庭，父親是一名具有自由主義傾向的律師。馬克思曾獲得哲學博士學位，但因為他的革命傾向不為當局所接受，1844～1848年間一再遭到歐陸各國驅趕，生活非常拮据困苦，直到結識了富有的普魯士企業家之子恩格斯，後者成為他終生的革命伙伴與資助人。1849年馬克思避居英國期間，大部分的時間都埋首於大英博物館研究與寫作。他主要的作品有《共產黨宣言》與《資本論》等，提出他的唯物主義的辯證哲學，以及暴力革命與階級鬥爭等路線主張。1864年，馬克思還參與了第一國際的成立大會，負責起草成立宣言。1883年，馬克思因病過世，恩格斯在他的葬禮時總結他一生的貢獻：「正如達爾文之發現有機生物發展的原則，馬克思發現了人類歷史發展的原則。」肯定他的主張是「科學的共產主義」或「科學的社會主義」。<br><br>【改寫自：鄧元忠，《西洋近代文化史》（臺北：五南，1993），頁521；利昂·P·巴拉達特著，張慧芝等譯，《意識形態：起源與影響》（北京：世界圖書，2010），頁175～180】,teachers_book,社會主義,政治,"[馬克思, 恩格斯, 共產黨宣言, 資本論, 階級鬥爭]",V.3/Ch.2/個人、自由、理性,馬克思,,,
1121,**發表背景**<br>馬克思與恩格斯因為不滿工業革命所帶來的不公平，於1848年共同發表《共產主義宣言》，作為「共產主義者同盟」的新章程<br>**內容**<br>1. 主張「一切社會的歷史都是階級鬥爭史」，歷史上每個時期都存在階級現象，而且階級之間經常對立且不公。當一個時代的新階級取代或消滅舊階級後，隨後就會產生新的壓迫條件，形成新的對立，是為歷史辯證法<br>2. 工業革命後，資本家所占有的資本與特權越來越多，勞工的地位與生活被嚴重的剝削，兩者對立加劇，因此推翻資產階級的「無產階級革命」成為人類歷史必經的過程，唯有革命才能建立一個資源共享、沒有階級的平等社會<br>3. 鼓吹全世界的無產階級聯合起來革命，以獲得整個世界<br>**影響**<br>宣言在當時並沒有很大的迴響，但數十年後，憑藉著「推翻私有財產制度」這句話，竟在世界各地引發不同程度的政治與文化革命<br><br>【改寫自：易博士編輯部，《圖解文化研究》（臺北：易博士文化，2006），頁60；鄧元忠，《西洋近代文化史》（臺北：五南，1993），頁524】,teachers_book,社會主義,政治,"[共產黨宣言, 馬克思, 恩格斯, 階級鬥爭史, 無產階級革命]",V.3/Ch.2/個人、自由、理性,共產黨宣言,,,
1122,**經濟史觀**<br>物質生產方式決定人類社會、政治與精神的特質<br>**盲點**<br>忽略非經濟因素在人類活動中的重要性<br>**階級鬥爭**<br>階級是人類社會的組成要素，階級之間的鬥爭是歷史發展的模式<br>**盲點**<br>各種階級之間並非只有鬥爭關係<br>**唯物辯證**<br>無論是階級鬥爭，或是物質生產方式的發展，都遵行一定的法則，即：成長、矛盾與腐化的產生、對立的形式或階級的出現、舊制度與階級被取代<br>**盲點**<br>人類歷史發展有其多樣性及差異性，無法套用單一法則<br>**剩餘價值**<br>一切財富是工人所創造，任何物品的價值只能由生產此物所使用的勞力來衡量。工人創造的物品價值通常大於他所得到的工資，其間的差額，就是資本家所得到的不義之財<br>**盲點**<br>1. 忽略資產設備、行政能力、投資眼光與風險等在工業生產中所扮演的角色<br>2. 工人可藉由工會、國會立法來改善生活<br>**社會主義進化**<br>人類社會是進化的結果，演進程序為：<br>1. 原始社會<br>2. 奴隸社會<br>3. 封建社會<br>4. 資本社會<br>5. 社會主義社會<br>6. 工人階級專政的共產主義社會<br>**盲點**<br>1. 取樣不全，只有歐洲少部分地區有這樣的演進<br>2. 資本主義社會必會走向工人革命的論點與事實不合（無產階級在高度工業化國家幾乎消失，發生革命的地方也非其所預測的工業國家，而是一些貧窮落後的農業地區）<br>3. 中產階級力量增強，並未出現社會上兩極化的財閥及廣大貧窮勞工對立情形<br>4. 共產國家並未給予人民自由；1990年代，共產政權陸續垮臺<br><br>【改寫自：王曾才編著，《西洋近世史》（臺北：正中書局，1995），頁418；國立編譯館主編，《高級中學世界文化史（下）》（臺北：國立編譯館，1998）】,teachers_book,社會主義,政治,"[經濟史觀, 階級鬥爭, 唯物辯證, 剩餘價值, 社會主義進化]",V.3/Ch.2/個人、自由、理性,馬克思主義的理論及盲點,,,
1123,馬克思的時代，在國族主義的影響下，歐洲掀起獨立建國風潮。由於民族國家通常伴隨著資本主義一起發展，馬克思宣稱民族國家是資本家所建立的，上下對立將會激化。馬克思進一步宣稱「工人無祖國」，主張無產階級必須進行跨國合作，因此於1864年創立「國際工人協會」，後來慣稱為「第一國際」。在馬克思等人的領導下，協會支持各國工人罷工，聲援被壓迫的民族解放運動，保衛巴黎公社等。但當1868年俄國的無政府主義者巴枯寧加入後，成員們開始對土地私有制與繼承權等問題產生紛歧的意見，導致內部分裂；而巴黎公社遭到鎮壓、解散，也象徵著國際工人運動的挫敗。1876年協會在美國費城召開的最後一次會議上，正式宣告解散。第一國際的運作時間雖然不長，卻為日後跨國際合作的工人組織模式奠下基礎。<br><br>【改寫自：利昂·P·巴拉達特著，張慧芝等譯，《意識形態：起源與影響》（北京：世界圖書，2010），頁190～191；斯特龍伯格著，劉北成譯，《西方現代思想史》（北京：金城，2012），頁399～400】,teachers_book,社會主義,政治,"[馬克思, 工人無祖國, 國際工人協會, 第一國際, 巴黎公社]",V.3/Ch.2/個人、自由、理性,第一國際,,,
1124,**出現背景**<br>十九世紀後期，因為英國民主憲政的發展以及勞工組織的發達，因此排斥馬克思階級鬥爭及激烈革命的觀點，改採民主溫和的方式，企圖以國家做為推動改革的工具，主張廢止土地私有制、工業國有化，以及實現各種社會福利<br>**重要成員**<br>主要由知識分子所組成，包括蕭伯納、韋伯夫婦、克萊曼·艾德禮（二戰後任英國首相，是工黨在位最久的黨魁）<br>**名稱由來**<br>「費邊」一詞源自羅馬共和名將費邊之名。費邊的戰術是不急戰、不挑釁、消耗敵人戰力及謹慎等待對戰時機成熟，然後再採取行動<br>**主張**<br>1. 以研究社會實況和用投票方式來解決社會問題<br>2. 以烏龜作為小冊子封面，其「社銘」宗旨是：「要像費邊與漢尼拔作戰那樣，儘管許多人指責他拖延時日，他還是極其耐心地在等待時機；一旦時機來到，就得像費邊那樣，全力出擊，否則就白等一場，徒勞無功。」蕭伯納說：「暴力同樣是混亂的產婆，而混亂又是戒嚴令的產婆。」<br><br>【改寫自：王曾才，《西洋近代史》（臺北：正中書局，1990），頁78～79；蕭延中，〈中國費邊主義的思想遺產〉，http://www.cuhk.edu.hk/ics/21c/media/articles/c108-200806036.pdf】,teachers_book,社會主義,政治,"[階級鬥爭, 民主溫和, 蕭伯納, 韋伯夫婦, 費邊]",V.3/Ch.2/個人、自由、理性,費邊社會主義,,,
