ID,text,source_type,subject,topic,keywords,chapter,title,,冊數,待辦備註
187,| | |<br>| :--- | :--- |<br>| **地點** | 霧峰林家萊園 |<br>| **目的** | 促進臺灣的文明開化 |<br>| **舉辦** | **第一回** 1924年8月10日開辦，為期兩週<br>課程包括宗教、臺灣通史、哲學、憲法等<br>**第二回** 1925年7月27日開辦，為期兩週<br>課程增加經濟、西洋文明史、憲法大意、科學概論、經濟思想史、中國古代文明史、外國事情等<br>**第三回** 1926年8月開辦，為期十天<br>課程除了既有的中西文明，還包括社會學、新聞學、人生觀、結婚問題、何謂自治等社會化議題 |<br>| **結束** | 1927年後因文協分裂未能再舉辦 |<br>| **影響** | 夏季學校啟蒙的成效或許有限，但在當時仍缺乏高等教育的環境下，夏季學校已是臺灣人除了出國深造之外，能吸收時代新知與國內外資訊的最佳管道之一 |<br>| **意義** | 夏季學校所具備民間辦學色彩，也帶有向總督府在臺實施差別教育挑戰的意味，希望透過民間辦學的力量，喚醒臺灣意識，凝聚抗爭精神，勇於爭取臺灣人應有的權利 |<br><br>【改寫自：戴寶村，〈上夏季學校 補知識養分〉，收入《臺灣學通訊》第124期，2021年11月，pp.26～27】,teachers_book,日治臺灣,文化,"[夏季學校, 霧峰林家, 萊園, 啟蒙, 臺灣意識]",V.1/Ch.3/帝國的邊陲,夏季學校,,,
188,| | |<br>| :--- | :--- |<br>| **分裂** | 1927年，文協中的社會主義派通過廢除總理制，改成委員制。林獻堂、蔣渭水、蔡培火等舊幹部宣布退出文協 |<br>| **特色** | 新文化協會由連溫卿一派掌握實權，轉變為無產階級的文化啟蒙團體 |<br>| **綱領** | 組織農民、工人，團結小商人資本家，聯絡同一戰線，統一戰鬥力 |<br>| **宣傳** | 1. 演講：在各地舉辦巡迴演講，動員之人數及舉辦次數並不亞於改組前文協的活動，以爭取各地社會主義青年的支持，並喚醒農民群眾<br>2. 劇團：組織文化演劇團、新光劇團、星光劇團、新劇團、民聲社等，至各地公演 |<br>| **瓦解** | 新文協因行動愈來愈激烈，因此遭到嚴格的取締，聲勢日衰，至1931年底消聲匿跡 |<br><br>【改寫自：張炎憲、李筱峰、戴寶村主編，《臺灣史論文精選》（臺北：玉山社，1996），pp.145～152。陳正茂，《臺灣早期政黨史略（1900～1960）》（臺北：秀威資訊，2009），p.316】,teachers_book,日治臺灣,政治,"[新文協, 連溫卿, 社會主義, 無產階級, 農民運動]",V.1/Ch.3/帝國的邊陲,新文協,,,
189,| | |<br>| :--- | :--- |<br>| **背景** | 1925年，李應章醫師在彰化二林成立「二林蔗農組合」，舉辦農民講座、爭取蔗農權益，如決定收割日期、收割前先公布收割價、肥料由蔗農自由選購、雙方共同協定收割價、甘蔗過磅時由雙方共同監視等，但皆被「林本源製糖會社」拒絕 |<br>| **爆發** | 二林地區蔗農因製糖會社低價收購甘蔗，故群起反抗，與警方發生衝突 |<br>| **結果** | 事後警方逮捕蔗農、文協成員，1927年三審定讞，25人被判有罪 |<br>| **影響** | 1. 各地開始成立地方性農民組合<br>2. 1926年簡吉等人組成全島性的「臺灣農民組合」 |<br>| **文學** | 1. 〈甘蔗歌〉<br>2. 賴和的第一首新詩〈覺悟的犧牲——寄二林的同志〉，即是對此事件的感發 |<br><br>【改寫自：黃秀政、張勝彥、吳文星，《臺灣史》（臺北：五南，2002），p.239。許極燉，《臺灣近代發展史》（臺北：前衛，1996），p.369】,teachers_book,日治臺灣,經濟,"[二林蔗農事件, 李應章, 蔗農組合, 林本源製糖會社, 臺灣農民組合]",V.1/Ch.3/帝國的邊陲,二林蔗農事件,,,
190,| | |<br>| :--- | :--- |<br>| **出身** | 鳳山人，臺南師範學校畢業後進入公學校任教，卻發現學生課後幾乎都要從事農事勞動，導致學習效果大打折扣 |<br>| **決心** | 1. 1906年起，臺灣總督府為設置模範農場在鳳山收買民有地，加上當地製糖會社極力榨取蔗農，使得蔗農生活赤貧如洗<br>2. 1925年高雄陳中和新興製糖會社逕自停止租耕的契約，使許多蔗農生活陷入困境，簡吉班上的學生紛紛退學，激起他從事社會運動的決心 |<br>| **社運** | 1. 1925年11月，辭去教職，組織鳳山農民組合<br>2. 1926年，組織全島性的臺灣農民組合<br>3. 1929年2月被捕，判刑4個月，出獄後仍持續抗爭，1931年再度被捕，判刑10年 |<br><br>【參考自：許雪姬策劃，《臺灣歷史辭典》（臺北：文建會，2004），p.1311。韓嘉玲，〈簡吉與臺灣農民組合〉，收於臺灣史研究會主編，《臺灣史研究會論文集》，臺北：臺史會，1988】,teachers_book,日治臺灣,政治,"[簡吉, 鳳山農民組合, 臺灣農民組合, 蔗農, 社會運動]",V.1/Ch.3/帝國的邊陲,簡吉,,,
191,"| | |<br>| :--- | :--- |<br>| **背景** | 1920年代農民抗爭事件增多，各地農民組合領導人認為有統合擴大農民組織的必要 |<br>| **成立** | 1926年6月28日於高雄鳳山成立 |<br>| **領袖** | 簡吉、趙港 |<br>| **擴充** | 1927年中央機構由五部擴編為八部，支部由5個增為16個，總部亦由鳳山遷到臺中市，會員則由成立時的4,100多人增為21,000餘人 |<br>| **演變** | 1. 指導在各地繼起的農民反抗鬥爭<br>2. 與「日本勞動農民黨」及「日本農民組合」結盟並受其思想指導<br>3. 受日本勞工運動的影響，農民組合的思想迅速被社會主義化，口號也出現階級鬥爭的色彩 |<br><br>【改寫自：黃煌雄，《兩個太陽的臺灣：非武裝抗日史論》（臺北：時報，2006），p.140。韓嘉玲，〈簡吉與臺灣農民組合〉，收於臺灣史研究會主編，《臺灣史研究會論文集》，臺北：臺史會，1988】",teachers_book,日治臺灣,政治,"[臺灣農民組合, 簡吉, 趙港, 階級鬥爭, 社會主義]",V.1/Ch.3/帝國的邊陲,臺灣農民組合,,,
192,| | |<br>| :--- | :--- |<br>| **成立** | 1927年7月 |<br>| **領袖** | 蔣渭水、蔡培火等人 |<br>| **目標** | 要求地方自治、集會結社、言論自由、改革學制、教育機會平等、廢除保甲制度、改善金融專賣制度與稅制 |<br>| **綱領** | 1. 確立民本政治<br>2. 建設合理的經濟組織<br>3. 改善社會制度之缺陷 |<br>| **具體行動** | 1. 反對日本在臺實施鴉片特許制度，允許臺人吸食鴉片，因此發電報至國際聯盟，引起關注<br>2. 向日本內閣抗議總督府處理霧社事件的作法過於殘暴，日本進而修改理蕃政策方向 |<br>| **分裂** | 1928年蔣渭水成立「臺灣工友總聯盟」，後因組織擴大，影響民眾黨的行動。1930年林獻堂等人再度出走，另成立臺灣地方自治聯盟 |<br>| **解散** | 1931年遭總督府取締，被迫解散 |<br>| **意義** | 臺灣史上第一個「合法」政黨 |,teachers_book,日治臺灣,政治,"[臺灣民眾黨, 蔣渭水, 民本政治, 地方自治, 臺灣工友總聯盟]",V.1/Ch.3/帝國的邊陲,臺灣民眾黨,,,
193,| 組成 | 意涵 |<br>| :--- | :--- |<br>| **左上角藍地旗面** | 黑夜 |<br>| **三顆星** | 黨的三大綱領：確立民本政治、建設合理的經濟組織、改善社會制度之缺陷 |<br>| **紅色旗面** | 以熱血解放殖民地的束縛 |<br><br>【改寫自：蔣朝根，〈蔣渭水大眾葬儀的時代意義〉，收入《臺灣學通訊》第104期，2018年3月，p.15】,teachers_book,日治臺灣,文化,"[黨旗, 三大綱領, 民本政治, 經濟組織, 社會制度]",V.1/Ch.3/帝國的邊陲,臺灣民眾黨黨旗,,,
194,"| | |<br>| :--- | :--- |<br>| **成立** | 1928年2月19日 |<br>| **由來** | 由蔣渭水所催生，其活動是依照臺灣民眾黨黨綱、政策所安排，主要在統一全島勞工運動，以及提高勞工階級的生活與知識 |<br>| **作法** | 經常開辦講演會及座談會，以指導勞資爭議事件 |<br>| **擴大** | 1928年起至1931年為止，工友總聯盟所指導的勞資爭議共計有三十二件，其中1928年高雄的淺野水泥廠、臺南的臺灣製糖株式會社的爭議，在戰術及規模上更有所有突破，從而也擴大了工友會的組織。到1928年底，加入工友總聯盟的團體已達65個，會員總數有7,816人 |<br>| **活動** | 淺野水泥罷工事件歷時78天，全島罷工者約兩萬人，為日治時期最大的工運 |<br><br>【改寫自：黃煌雄，《兩個太陽的臺灣：非武裝抗日史論》（臺北：時報，2006），pp.157、252】",teachers_book,日治臺灣,社會,"[臺灣工友總聯盟, 蔣渭水, 勞工運動, 勞資爭議, 淺野水泥]",V.1/Ch.3/帝國的邊陲,臺灣工友總聯盟,,,
195,| | |<br>| :--- | :--- |<br>| **出身** | 彰化人。本名謝阿女，12歲時因父母雙亡被賣為童養媳 |<br>| **經歷** | **1917年** 離家當女工<br>**1918年** 嫁張樹敏，前往日本與中國<br>**1921年** 回臺後，參與文協活動，結交不少菁英<br>**1924年** 與林木順同往上海<br>**1925年** 進入莫斯科東方大學就讀<br>**1928年** 在上海成立臺灣共產黨（日本共產黨臺灣民族支部），4月被日警逮捕，6月獲釋回臺，從事農工運動<br>**1931年** 二度被捕入獄<br>**1939年** 保外就醫<br>**1947年** 二二八事件爆發後，於3月3日設立「臺中地區治安委員會作戰本部」，試圖主導臺中地區成立的民兵「二七部隊」，直至9日才黯然逃出臺灣，潛赴香港<br>**1957年** 被批鬥為右派<br>**1958年** 遭放鄉下餵豬<br>**1968年** 文革期間又遭批鬥，毛澤東指其為地方主義<br>**1970年** 病逝北京 |<br><br>【改寫自：許雪姬策劃，《臺灣歷史辭典》（臺北：文建會，2004），p.1299。〈謝雪紅〉公共電視，臺灣百年人物誌，http://www.pts.org.tw/~web02/taiwan/p23.htm】,teachers_book,日治臺灣,政治,"[謝雪紅, 臺灣共產黨, 二七部隊, 文協, 農工運動]",V.1/Ch.3/帝國的邊陲,謝雪紅生平,,,
196,| | |<br>| :--- | :--- |<br>| **成立** | 1928年在第三國際指導下，於上海成立 |<br>| **組織** | 第三國際日本支部的臺灣民族支部 |<br>| **綱領** | 1. 無產階級革命<br>2. 臺灣民族獨立<br>3. 成立臺灣共和國 |<br>| **幹部** | 1. 中央委員：林木順、林日高、莊春火、洪朝宗、蔡孝乾<br>2. 候補中央委員：翁澤生、謝阿女（謝雪紅） |<br>| **發展** | 1. 建黨不久即遭破獲，謝雪紅被日警逮捕並被押送回臺灣。後因罪證不足獲釋，與林日高、莊春火積極發展組織並重建黨中央，將新文化協會、農民組合納為外圍團體<br>2. 1929年謝雪紅企圖與中共或第三國際聯絡，但並未成功 |<br>| **分裂** | 1931年1月，臺灣共產黨發生分裂，謝雪紅被奪權 |<br>| **瓦解** | 1931年6月，日警發動大規模之搜捕行動，臺共領導幹部幾乎被捕入獄，組織瓦解，活動幾近停止 |<br><br>【改寫自：許雪姬策劃，《臺灣歷史辭典》（臺北：文建會，2004），p.1090。陳君愷，《狂飆的年代：1920年代臺灣的政治、社會與文化運動》（臺北：日創社，2006），pp.141～142。許極燉，《臺灣近代發展史》（臺北：前衛，1996），pp.362～363】,teachers_book,日治臺灣,政治,"[臺灣共產黨, 第三國際, 謝雪紅, 無產階級革命, 臺灣共和國]",V.1/Ch.3/帝國的邊陲,臺灣共產黨,,,
197,| | |<br>| :--- | :--- |<br>| **背景** | 臺灣民眾黨日漸左傾，黨內溫和派如林獻堂、蔡式穀、蔡培火等人決定另起爐灶 |<br>| **成立** | 1930年8月17日 |<br>| **目標** | 臺灣地方自治 |<br>| **訴求** | 1931年提出5大改革大綱<br>1. 要求公民普選權<br>2. 要求州市街庄自主權<br>3. 議會改為議決機關<br>4. 改革執行機關組織和職權<br>5. 州市街庄有財政管理權 |<br>| **成果** | 1935年4月，總督府發布地方制度改革等法令，首度賦予臺人自治權，於同年11月舉行市會議員與街庄協議會會員半數民選，自治聯盟推薦的候選人幾乎全數當選。雖離要求目標仍遠，但運動過程中，已將自治、普選、參政權等民主基本觀念普及至一般民眾 |<br>| **解散** | 1937年7月，因中日戰爭爆發，自行宣布解散 |<br><br>【參考自：李筱峰，《臺灣史100件大事（上）》（臺北：玉山社，1999）。陳俐甫，〈日治時期政治運動與資金——臺灣地方自治聯盟之政治資金〉《臺北文獻》，直字第117期，（臺北，1996），pp.42～43】,teachers_book,日治臺灣,政治,"[臺灣地方自治聯盟, 林獻堂, 地方自治, 普選權, 市會議員]",V.1/Ch.3/帝國的邊陲,臺灣地方自治聯盟,,,
198,| | |<br>| :--- | :--- |<br>| **時間** | 1935年11月22日 |<br>| **資格** | 1. 候選人：資格有一定的限制，並須於登記時繳納定額保證金<br>2. 投票人：須年滿25歲，且繳納年額五圓以上的男子才能投票。但因投票資格有相當的限制，以致人口比率與具有投票權者未成正比，如臺中市臺人與日人比率為5：1，但有投票權的日人竟多於臺人 |<br>| **情形** | 採祕密投票，投票所的人員坐在高處監督。候選人及助選員不得接近投票所的百尺範圍內，以免影響投票人 |<br>| **結果** | 此次選舉的投票率高達95.9%。當選席次方面，市會部分日人占51%，臺籍占49%；街庄協議會則因日人居臺者較少，僅占8%，臺人占92% |<br>| **意義** | 舉凡登記參選、造勢拜票、文宣製作、選情評估、投開票作業、答謝賜票等步驟，都與現今選舉形式雷同 |<br><br>【改寫自：李筱峰，《臺灣史100件大事（上）》（臺北：玉山社，1999），pp.170～171。楊肇嘉，《楊肇嘉回憶錄（下）》（臺北：三民，1978），pp.308～309。許極燉，《臺灣近代發展史》（臺北：前衛，1996），p.406】,teachers_book,日治臺灣,政治,"[地方選舉, 投票人, 市會議員, 街庄協議會, 祕密投票]",V.1/Ch.3/帝國的邊陲,臺灣首次地方選舉,,,
199,| | |<br>| :--- | :--- |<br>| **開端** | 1931年九一八事變 |<br>| **原因** | 1. 日本對華侵略政策——「大陸政策」：經過甲午戰爭、日俄戰爭，已大為擴張<br>2. 明治維新後，民族優越感昂揚（大和魂），出現「大國意識」<br>3. 資本主義發展引發對原料、市場的經濟需求<br>4. 強調忠君愛國的國粹主義者提出反社會主義、反資本主義，實行天皇獨裁專制的主張<br>5. 與武士道結合，加上神道教的影響，使其深入日本人心，成為宣揚軍國主義的工具 |<br>| **轉化** | 大陸政策由政治、經濟的侵略轉化為以國防優先、軍事為主的擴張 |<br>| **表現** | **對內** 軍部抬頭，政黨內閣制崩潰，軍人介入政治<br>**對外** 成立「滿洲國」、退出國聯、對華侵略、挑起太平洋戰爭等 |,teachers_book,日本,政治,"[軍國主義, 九一八事變, 大陸政策, 大和魂, 滿洲國]",V.1/Ch.3/帝國的邊陲,日本軍國主義的開展,,,
200,**時地** | 1943年11月於埃及開羅舉行的開羅會議後所發表<br>**與會者** | 美國羅斯福、中國蔣中正、英國邱吉爾<br>**宣言內容** | 1. 制止及懲罰日本的侵略<br>2. 剝奪日本自1914年一戰開始以後，在太平洋所奪得或占領的一切島嶼；把日本侵占中國的領土如東北地區、臺灣、澎湖等歸還中華民國<br>3. 把日本從其用武力所攫取的所有土地上驅逐<br>4. 在一定期間內，使朝鮮自由獨立<br>5. 堅持戰鬥到日本無條件投降<br>**獲得確認** | 1945年7月，美、中、英三國在波茨坦所發表的《波茨坦宣言》，及1945年9月2日盟國與日本在密蘇里號戰艦所簽署的日本「降書」，確認〈開羅宣言〉效力，是戰後處理日本問題的共識<br>**爭議** | 此宣言於會議後（12月1日）以新聞公報形式發表，因未由領袖簽署、國會通過，故其法律效力受到質疑<br><br>【改寫自：中國大百科智慧藏，「開羅會議」。中國現代史辭典編輯委員會編輯，秦孝儀主編，《中國現代史辭典(3)》（臺北：近代中國，1987），pp.339 ~ 340】,teachers_book,中華民國,政治,"[開羅會議, 蔣中正, 臺灣, 澎湖, 波茨坦宣言]",V.1/Ch.4/臺澎金馬一體化,〈開羅宣言〉,,,
201,**時地** | 1945年7月，美、英、蘇三國領袖在德國波茨坦舉行會議，針對對日作戰問題所發表的宣言<br>**背景** | 當時德國已經宣告無條件投降，三國為使日本早日投降，發出此最後通牒<br>**署名** | 當時蘇聯尚未正式對日宣戰，因而文件署名國家僅有中、美、英三國<br>**關於臺灣** | 宣言第八項強調：「〈開羅宣言〉之條件必將實施，而日本之主權必將限於本島、北海道、九州、四國及吾人所決定其他小島之內。」由於日本在1945年9月2日簽署的「無條件投降書」，明白表示接受《波茨坦宣言》中的條款，亦即接受將臺灣等地歸還中華民國<br>**爭議** | 1. 主張臺灣為中國一部分者：認為中華民國〈對日宣戰書〉、〈開羅宣言〉、〈波茨坦宣言〉、以及日本「降書」等四份文件，是臺灣為中國領土一部分的法律依據<br>2. 主張「臺灣地位未定論」者：認為這些文件並非條約，沒有法律的約束力<br><br>【改寫自：許雪姬策劃，《臺灣歷史辭典》（臺北：文建會，2004），p.508。黃自進，〈戰後臺灣主權爭議與「中日和平條約」〉，《中央研究院近代史研究所集刊》，54（臺北，2006），pp.62 ~ 70】,teachers_book,中華民國,政治,"[波茨坦, 開羅宣言, 日本, 臺灣地位未定論, 無條件投降書]",V.1/Ch.4/臺澎金馬一體化,〈波茨坦宣言〉,,,
202,**淵源** | 陳儀在擔任福建省政府主席期間曾來臺參觀博覽會，且早年曾留日多年，對日本頗為瞭解，因此被任命負責接收臺灣，並擔任臺灣省行政長官<br>**衝突** | 1. 陳儀擔任行政長官期間，臺灣吏治腐敗，物價飛漲，社會動盪不安，甚至引發1947年的「二二八事件」<br>2. 事件後，陳儀被解除行政長官之職，翌年離開臺灣回到中國大陸，但並未受到任何處罰<br>**審判** | 1. 1948年，陳儀再任浙江省主席<br>2. 1949年初，陳儀試圖向共產黨投降，但事跡敗露被捕，4月底被押解來臺<br>3. 1950年6月18日，陳儀在臺北馬場町被槍決<br><br>【改寫自：吳密察監修，《臺灣史小事典》（臺北：遠流，2000），p.161。賴澤涵等著，《悲劇性的開端：臺灣二二八事變》（臺北：時報文化，1993），pp.110 ~ 112、298 ~ 300】,teachers_book,中華民國,政治,"[陳儀, 臺灣省行政長官, 二二八事件, 吏治腐敗, 馬場町]",V.1/Ch.4/臺澎金馬一體化,陳儀與臺灣,,,
203,中日戰爭結束後，中國隨即陷入內戰之中，戰後的復原工作狀況百出，中華民國政府的接收工作也未明確劃分接收機構的職責及詳盡辦法，導致亂象叢生。接收官員以為臺灣「名為寶島，實為寶庫；接管一任，富可三代」，因此抱著「希望」來臺；許多官員趁機與商人勾結、貪汙腐敗，或公財私用，或敵產擅賣，或浮報不實，搶的搶、偷的偷、賣的賣、轉移的轉移、走私的走私，把在國內劫收時那一套毛病，統統都搬到了臺灣，讓不少民眾失望。<br><br>【改寫自：李筱峰，《解讀二二八》（臺北：玉山社，1998年），pp.43 ~ 44】,teachers_book,中華民國,政治,"[接收, 亂象, 貪汙腐敗, 劫收, 敵產]",V.1/Ch.4/臺澎金馬一體化,國軍接收的亂象,,,
204,"**背景** | 政府名義上給予臺人任公職機會，但實際卻以「臺灣沒有政治人才」、「不解國語文」為由，將許多受過良好教育的臺灣人排斥在中高階職位之外<br>**數據** | <br>| **總數** | **外省籍人數** | **臺籍人數** | **日籍人數** |<br>| 職員總人數<br>44,451 (100%) | 28,234 (64%) | 9,951 (22%) | 6,266 (14%) |<br>| 最高六級職員人數<br>21,845 (100%) | 13,419 (61%) | 7,526 (39%) | 0 (0%) |<br>| 最高二級職員人數<br>22,606 (100%) | 14,185 (66%) | 2,425 (11%) | 6,266 (23%) |<br>**結論** | 從統計看來，戰後臺人的政治地位顯然沒有「光復」，政府重要職位幾乎由來自中國大陸的人士所壟斷<br><br>【改寫自：陳明通，《派系政治與陳儀治臺論》（行政院國家科學委員會研究獎勵代表作報告，未刊，1995）。賴澤涵等著，《悲劇性的開端：臺灣二二八事變》（臺北：時報文化，1993），pp.116 ~ 120。李筱峰、林呈蓉，《臺灣史》（臺北：華立圖書，2003），pp.240 ~ 241】",teachers_book,中華民國,政治,"[公職, 臺籍, 外省籍, 光復, 壟斷]",V.1/Ch.4/臺澎金馬一體化,戰後臺籍人士擔任公職的比例,,,
205,**背景** | 戰後初期，臺灣省行政長官公署考量財政狀況，決定延續日治時期的專賣制度，但酌縮範圍<br>**負責單位** | 1945年11月，行政長官公署接收「臺灣總督府專賣局」，改組為「臺灣省專賣局」<br>**項目** | 1. 專賣局掌理樟腦、菸、酒、火柴、度量衡等之產製、購運、銷售等業務<br>2. 1946年，食鹽由鹽務總局接管，度量衡方面亦成立臺灣省度量衡檢定所<br>3. 1946年11月，各專賣項目依其性質改組為樟腦、菸葉、煙草、酒類、火柴等五個公司<br>**調整** | 1947年5月，行政長官公署改組為臺灣省政府，專賣局亦改組為「公賣局」，五個專業公司同時裁撤<br><br>【引用自：許雪姬策劃，《臺灣歷史辭典》（臺北：文建會，2004），p.1121】,teachers_book,中華民國,經濟,"[專賣制度, 行政長官公署, 臺灣省專賣局, 公賣局, 樟腦]",V.1/Ch.4/臺澎金馬一體化,戰後的專賣制度,,,
206,**獲報** | 1. 1947年2月27日上午11時左右，專賣局接到密報：淡水港有私船運入捲菸50餘箱之情事。專賣局於是派查緝員，會同警察前往查緝，但當他們抵達淡水時，僅查獲5箱<br>2. 不久，又據密報說這些走私貨已移到臺北市南京西路的天馬茶房（太平町，今延平北路附近，是臺北最大的私貨集中地）<br>**查緝** | 2月27日傍晚，查緝員在天馬茶房前查獲中年寡婦林江邁販賣私菸，欲沒收林婦的香菸及身上的金錢，林婦苦苦哀求勿全數沒收，查緝員以槍管敲擊林婦頭部，以致林婦頭部出血而暈倒<br>**誤擊** | 1. 圍觀民眾群情激憤，向查緝員理論抗議，查緝員一邊奔逃，一邊向民眾開槍，不幸擊中路旁市民陳文溪（隔天不治身亡）<br>2. 民眾更加氣憤，包圍警局和憲兵隊，要求交出肇禍人員法辦，但無結果<br><br>【改寫自：賴澤涵總主筆，行政院研究二二八事件小組，《二二八事件研究報告》（臺北：時報文化，1997），pp.23 ~ 27。李筱峰，《臺灣史 100 件大事（下）》（臺北：玉山社，1999），pp.17 ~ 21 】,teachers_book,中華民國,社會,"[查緝私菸, 專賣局, 天馬茶房, 林江邁, 陳文溪]",V.1/Ch.4/臺澎金馬一體化,二二八事件導火線：查緝私菸不當,,,
207,**成立** | 1947年3月1日，臺灣本土菁英取得行政長官陳儀同意，於次日在臺北將原本緝菸血案調查委員會擴大組織，改名為「二二八事件處理委員會」，作為主要與官方溝通以及內部協調的機構<br>**成員** | 由官民共同組成，並以國大代表、省參議員、國民參政員為主要成員。由王添灯擔任會議主席<br>**目的** | 針對緝菸血案以及2月28日的暴動，進行調解與善後的處理。包括懲兇、撫卹傷亡、禁止軍警濫捕殺百姓等<br>**目標** | 列出32條處理大綱，目標為肅清貪官汙吏、爭取政治改革、不排斥外省同胞參與改革省政，並提出二二八事件的處理方式<br>**解散** | 由於來自中國大陸的援兵將至，陳儀便於3月8日正式拒絕委員會的要求，並於3月10日下令其解散<br>**遭難** | 參加委員會而與官方路線相左的本土菁英們，許多被當政者冠上「叛國」罪名，動用武力進行殘酷的鎮壓，成為二二八事件的受難者<br><br>【改寫自：戴國煇、葉芸芸，《愛憎二二八：神話與史實：解開歷史之謎》（臺北：遠流，1992），pp.233 ~ 234。歐素瑛，《傳承與創新：戰後初期臺灣大學的再出發（1945 ~ 1950）》（臺北：臺北古籍，2006），p.149】,teachers_book,中華民國,政治,"[二二八事件處理委員會, 陳儀, 王添灯, 政治改革, 本土菁英]",V.1/Ch.4/臺澎金馬一體化,二二八事件處理委員會,,,
208,**出身** | 四川重慶人，抗戰時期即致力於版畫創作與推廣木刻運動<br>**作品特色** | 受到左翼文藝思想的影響，作品常展現社會底層的生活面<br>**來臺** | 1945年底來臺，任職於省立師院（今國立臺灣師範大學）美術系，與楊逵、蘇新、許壽裳等人共同致力於兩岸文化交流的活動，同時也以臺灣人民的現實生活為題材從事木刻創作，並積極宣揚「新興現實主義美術」<br>**代表版畫** | 1. 1947年，黃榮燦目睹二二八事件後，將所見景象製成版畫〈恐怖的檢查〉，並以「力軍」的筆名發表於香港《文匯報》<br>2. 這幅版畫描繪持槍軍人正對百姓開槍，手無寸鐵的百姓高舉雙手，表情驚懼，成為現存唯一一幅描寫二二八事件現場的美術作品，但可能因此惹來日後的殺身之禍<br>**遭難** | 白色恐怖時期，黃榮燦被控以「從事反動宣傳」的罪名遭槍決，時年37歲<br><br>【改寫自：臺北二二八紀念館，http://228.culture.gov.tw/web/art/art1.htm。臺北市立美術館，《回顧與省思：二二八紀念美展》（臺北：北市美術館，1996），p.111】,teachers_book,中華民國,文化,"[黃榮燦, 版畫, 恐怖的檢查, 二二八事件, 白色恐怖]",V.1/Ch.4/臺澎金馬一體化,黃榮燦,,,
209,"**時間** | 1947年3月21日~5月15日<br>**內容** | 主要為清查戶口、搜捕嫌犯、收繳武器及辦理自首等<br>**氛圍** | 期間有報復式的逮捕、殺害情形，或軍警藉機脅迫可能涉事者以財物贖命或免刑等<br>**暴行** | 1. 基隆軍隊用鐵絲穿過人民足踝，3人或5人為一組，捆縛一起，單人則裝入麻袋，拋入海中，那段時間基隆海面時有屍首<br>2. 高雄軍隊對集會裡千餘民眾用機槍掃射，全部死亡<br>3. 各地大批逮捕平民，未經審訊即綁出槍決或半途處決<br>4. 嘉義、臺南人民因聞「一律從寬免究」之廣播後，向當局自首，竟被捕槍決<br>5. 軍隊將財物取去後殺人滅口<br>**傷亡** | 根據《二二八事件研究報告》指出，傷亡人數約在18,000 ~ 28,000人左右<br><br>【改寫自：賴澤涵總主筆，行政院研究二二八事件小組，《二二八事件研究報告》（臺北：時報文化，1997），pp.261 ~ 263。張勝彥等編著，《臺灣開發史》（臺北：空大，1996），p.306。李筱峰，《臺灣史100件大事（下）》（臺北：玉山社，1999），p.20】",teachers_book,中華民國,政治,"[清鄉, 二二八事件, 搜捕, 逮捕, 報復式]",V.1/Ch.4/臺澎金馬一體化,清鄉,,,
210,"**政治** | 1. 臺人對政治更加恐懼、失望與冷漠。如事件前，臺灣省議員選舉於1946年應選名額30人，候選人則多達1,180人；事件後，第一屆臨時省議員選舉（1951年），應選55人，候選人僅剩140人<br>2. 部分參與二二八事件者或受難者家屬，因痛恨國民黨政府而出走海外<br>3. 政府將臺灣省行政長官公署改為省政府<br>**社會** | 1. 事件後的清鄉、白色恐怖，加深臺灣人對國民黨的怨恨<br>2. 省籍鴻溝加深<br>**經濟** | 1. 專賣局改為公賣局，並縮小為菸、酒專賣，使得臺灣的民間經濟空間擴大<br>2. 政府將公有地放租給農民<br>3. 事件的恐怖氛圍，對日後政府實行「土地改革」大有幫助，地主仕紳階級不再成為阻力<br><br>【改寫自：賴澤涵，〈二二八事件與當代臺灣的發展〉，《當代》34（臺北：1989），pp.90 ~ 92。李筱峰，《二二八事件》（臺中：莎士比亞文化，2006），p.40】",teachers_book,中華民國,政治,"[二二八事件, 白色恐怖, 省籍鴻溝, 土地改革, 行政長官公署]",V.1/Ch.4/臺澎金馬一體化,二二八事件的影響,,,
211,**性質** | 戰後初期中共在臺灣成立的地下組織<br>**成員** | 領導人為蔡孝乾。1946年4月，首批幹部張志忠等由上海來臺，開始在臺北展開活動。7月，蔡孝乾始來臺領導組織。以上海「臺灣同鄉會」理事長李偉光，為對臺工作之交通聯絡站負責人<br>**發展** | 組織發展頗為迅速，至1950年遭破獲時，全臺黨員已增加到900餘人<br>**策略** | 1. 團結工人、農民、革命知識分子，以反美帝、反國民黨官僚，實行民主自治為總領<br>2. 號召全省各階級人士，組織廣泛的愛國愛鄉民主自治統一戰線，先展開不合作運動與反抗運動，最後實行武裝起義，配合人民解放軍解放臺灣<br>**結局** | 蔡孝乾被逮捕後，與情治單位密切配合，使中共在臺灣的活動受到嚴重打擊<br><br>【改寫自：陳正茂，《臺灣早期政黨史略》（1900 ~ 1960）（臺北：秀威資訊，2009），pp.92 ~ 95】,teachers_book,中華民國,政治,"[省工委會, 中共, 地下組織, 蔡孝乾, 武裝起義]",V.1/Ch.4/臺澎金馬一體化,省工委會,,,
